DO NOT MODIFY! Scanner has some issues which are yet to be fixed. Changes will be overwritten.

name;games;email;url
LightTeam;Talk to Aya,Talk to Saki,Talk to Yuno; ;https://store.steampowered.com/developer/LightTeam?snr=1_5_9__2000
Water Drift;Water Drift; ;https://store.steampowered.com/search/?developer=Water%20Drift&snr=1_5_9__2000
Sageose;Base Raid; ;https://store.steampowered.com/search/?developer=Sageose&snr=1_5_9__2000
Sevo Tech;Retailer Tycoon; ;https://store.steampowered.com/search/?developer=Sevo%20Tech&snr=1_5_9__2000
https://store.steampowered.com/curator/37952575;Dayscream; ;https://store.steampowered.com/curator/37952575?snr=1_5_9__2000
Raphael Gervaise;Parasite; ;https://store.steampowered.com/search/?developer=Raphael%20Gervaise&snr=1_5_9__2000
Bouchard Industries;Munchie Match; ;https://store.steampowered.com/search/?developer=Bouchard%20Industries&snr=1_5_9__2000
Anton Gerdelan;Crongdor the Barbarian; ;https://store.steampowered.com/search/?developer=Anton%20Gerdelan&snr=1_5_9__2000
Auraxium;VoidOut Parkour; ;https://store.steampowered.com/search/?developer=Auraxium&snr=1_5_9__2000
Vlad Abadzhiev;Electric Sleep; ;https://store.steampowered.com/search/?developer=Vlad%20Abadzhiev&snr=1_5_9__2000
Matthew Weekes;Electric Sleep; ;https://store.steampowered.com/search/?developer=Matthew%20Weekes&snr=1_5_9__2000
Jack Sanderson-Thwaite;Electric Sleep; ;https://store.steampowered.com/search/?developer=Jack%20Sanderson-Thwaite&snr=1_5_9__2000
Michael Becze;Electric Sleep; ;https://store.steampowered.com/search/?developer=Michael%20Becze&snr=1_5_9__2000
The Conjurer's Tower;Siege of Turtle Enclave; ;https://store.steampowered.com/search/?developer=The%20Conjurer%27s%20Tower&snr=1_5_9__2000
Veritenze LLC;Seed of Amaranth; ;https://store.steampowered.com/search/?developer=Veritenze%20LLC&snr=1_5_9__2000
Gravity run;Gravity run; ;https://store.steampowered.com/search/?developer=Gravity%20run&snr=1_5_9__2000
Terrence Donnelly;Gob; ;https://store.steampowered.com/search/?developer=Terrence%20Donnelly&snr=1_5_9__2000
Brothers Flint;Coffee Pot Terrarium; ;https://store.steampowered.com/search/?developer=Brothers%20Flint&snr=1_5_9__2000
BlewScreen;Gulf of Aden - Task Force Somalia; ;https://store.steampowered.com/search/?developer=BlewScreen&snr=1_5_9__2000
devorange;Epicure; ;https://store.steampowered.com/developer/devorange?snr=1_5_9__2000
Dracula's Cave;M1: A Death in the Desert,Lion Quest,Lion Quest Infinity,LQVE: Lion Quest Versus Expanded; ;https://store.steampowered.com/search/?developer=Dracula%27s%20Cave&snr=1_5_9__2000
Aergia;Carrots and Cream; ;https://store.steampowered.com/search/?developer=Aergia&snr=1_5_9__2000
Zapping Studios;ZAP Master; ;https://store.steampowered.com/search/?developer=Zapping%20Studios&snr=1_5_9__2000
https://store.steampowered.com/curator/33937407;The Princess Adventure; ;https://store.steampowered.com/curator/33937407?snr=1_5_9__2000
Microbat Studio;Smelted Kin,Smelted Kin: Inhuman Impact; ;https://store.steampowered.com/search/?developer=Microbat%20Studio&snr=1_5_9__2000
Cheese and Bacon Games;Hubert's Island Adventure: Mouse o' War; ;https://store.steampowered.com/search/?developer=Cheese%20and%20Bacon%20Games&snr=1_5_9__2000
CounterParry;DarkDIRE: The Advanced Set; ;https://store.steampowered.com/search/?developer=CounterParry&snr=1_5_9__2000
Streamer Shall Not Pass!;Streamer Shall Not Pass!; ;https://store.steampowered.com/search/?developer=Streamer%20Shall%20Not%20Pass%21&snr=1_5_9__2000
TEKO;Wraithmind; ;https://store.steampowered.com/search/?developer=TEKO&snr=1_5_9__2000
Alex Timbro;Wraithmind; ;https://store.steampowered.com/search/?developer=Alex%20Timbro&snr=1_5_9__2000
Corveda;Modulo; ;https://store.steampowered.com/developer/Corveda?snr=1_5_9__2000
Kalopsia Games;Memoir En Code: Reissue; ;https://store.steampowered.com/search/?developer=Kalopsia%20Games&snr=1_5_9__2000
George Mathis;Star Runner; ;https://store.steampowered.com/search/?developer=George%20Mathis&snr=1_5_9__2000
Outlier Interactive;Outracer; ;https://store.steampowered.com/search/?developer=Outlier%20Interactive&snr=1_5_9__2000
Sergey Marchenko;Triblock,Chill the Piro; ;https://store.steampowered.com/search/?developer=Sergey%20Marchenko&snr=1_5_9__2000
Cunum Games;Hibiscus Red,Long Count; ;https://store.steampowered.com/search/?developer=Cunum%20Games&snr=1_5_9__2000
Salty Dog Digital;Fourtex Jugo; ;https://store.steampowered.com/search/?developer=Salty%20Dog%20Digital&snr=1_5_9__2000
Affordable Care Games;Super Vili; ;https://store.steampowered.com/search/?developer=Affordable%20Care%20Games&snr=1_5_9__2000
snopek-games;Retro Tank Party; ;https://store.steampowered.com/developer/snopek-games?snr=1_5_9__2000
Alfa-Omega;Cubeverse,BlindMaze,Just a Jumping Square; ;https://store.steampowered.com/search/?developer=Alfa-Omega&snr=1_5_9__2000
BajoGames;Ninja Midori,10 Second Shuriken; ;https://store.steampowered.com/developer/BajoGames?snr=1_5_9__2000
pipocation;Ouroboros Dungeon,Titan Nebula; ;https://store.steampowered.com/developer/pipocation?snr=1_5_9__2000
stariy8419;Die Already; ;https://store.steampowered.com/search/?developer=stariy8419&snr=1_5_9__2000
qberty;Take Care of the Paperwork; ;https://store.steampowered.com/search/?developer=qberty&snr=1_5_9__2000
https://store.steampowered.com/curator/33517932;Turn-Based Champion,The Heartland Saga,; ;https://store.steampowered.com/curator/33517932?snr=1_5_9__2000
DFour Games;Dark Gates; ;https://store.steampowered.com/search/?developer=DFour%20Games&snr=1_5_9__2000
crdmrn;Whisper; ;https://store.steampowered.com/search/?developer=crdmrn&snr=1_5_9__2000
Energize Labs Inc.;Epsilon Jump Prime; ;https://store.steampowered.com/search/?developer=Energize%20Labs%20Inc.&snr=1_5_9__2000
Get Over Blood;Get Over Blood; ;https://store.steampowered.com/search/?developer=Get%20Over%20Blood&snr=1_5_9__2000
BlackPotion;Khan VS Kahn,Gravity Wars; ;https://store.steampowered.com/developer/BlackPotion?snr=1_5_9__2000
Skyglow Games;Alchemelee; ;https://store.steampowered.com/search/?developer=Skyglow%20Games&snr=1_5_9__2000
Arian Alavi;The Lost Game: Royal Game Of Ur; ;https://store.steampowered.com/search/?developer=Arian%20Alavi&snr=1_5_9__2000
https://store.steampowered.com/curator/41242744;Reskue,M2K,; ;https://store.steampowered.com/curator/41242744?snr=1_5_9__2000
https://store.steampowered.com/curator/37537476;Tiki Tiki: The Tropical Memory Game; ;https://store.steampowered.com/curator/37537476?snr=1_5_9__2000
Nord GS;Legend of Assassin: Jungle,Legend of Assassin: Egypt,Legend of Assassin: Siberia,Achievement Dummy; ;https://store.steampowered.com/search/?developer=Nord%20GS&snr=1_5_9__2000
Lothar May Games;Karl BOOM; ;https://store.steampowered.com/search/?developer=Lothar%20May%20Games&snr=1_5_9__2000
Bit Bionic LLC;Final Storm; ;https://store.steampowered.com/search/?developer=Bit%20Bionic%20LLC&snr=1_5_9__2000
The Hazardous Dude;BlockDude; ;https://store.steampowered.com/search/?developer=The%20Hazardous%20Dude&snr=1_5_9__2000
Mim Hufford;NUVAVULT; ;https://store.steampowered.com/search/?developer=Mim%20Hufford&snr=1_5_9__2000
SnowySierra;FoxPaww: a furry breakout-lite adventure; ;https://store.steampowered.com/search/?developer=SnowySierra&snr=1_5_9__2000
Electrical Eagle;Deadly Silence,Deadly Curse: Insane Nightmare,Deadly Kingdom,Deadly Curse; ;https://store.steampowered.com/search/?developer=Electrical%20Eagle&snr=1_5_9__2000
Kristapsmadeapp;Troy: The Malware Fight; ;https://store.steampowered.com/search/?developer=Kristapsmadeapp&snr=1_5_9__2000
Dot Dream;Never Ending Night; ;https://store.steampowered.com/search/?developer=Dot%20Dream&snr=1_5_9__2000
Pollapee Sroysuwan;miniStrike; ;https://store.steampowered.com/search/?developer=Pollapee%20Sroysuwan&snr=1_5_9__2000
Molosoft;Leon's crusade (La cruzada de León); ;https://store.steampowered.com/search/?developer=Molosoft&snr=1_5_9__2000
Boston AInamics;Boston AInamics; ;https://store.steampowered.com/search/?developer=Boston%20AInamics&snr=1_5_9__2000
Jim Best;Bepuzzled Puppy Dog Jigsaw Puzzle; ;https://store.steampowered.com/search/?developer=Jim%20Best&snr=1_5_9__2000
https://store.steampowered.com/curator/855201;Arc Defence; ;https://store.steampowered.com/curator/855201?snr=1_5_9__2000
COINS BATTLE;COINS BATTLE; ;https://store.steampowered.com/search/?developer=COINS%20BATTLE&snr=1_5_9__2000
Pixel After Pixel;Pix; ;https://store.steampowered.com/search/?developer=Pixel%20After%20Pixel&snr=1_5_9__2000
GlitchStudio;Beat 'Em Up,Lost Islands; ;https://store.steampowered.com/developer/GlitchStudio?snr=1_5_9__2000
Alien Octopus Studio;Galaxia Conquestum,Noms the Fish; ;https://store.steampowered.com/search/?developer=Alien%20Octopus%20Studio&snr=1_5_9__2000
KILLZONE;Monkey Rush,Zombie Lane Survival; ;https://store.steampowered.com/search/?developer=KILLZONE&snr=1_5_9__2000
notaprototypegames;dontbegrey,iterform,stepbystep; ;https://store.steampowered.com/developer/notaprototypegames?snr=1_5_9__2000
Vyacheslav Ozolnieks;Chill the Piro; ;https://store.steampowered.com/search/?developer=Vyacheslav%20Ozolnieks&snr=1_5_9__2000
https://store.steampowered.com/curator/40309225;Memento Infernum; ;https://store.steampowered.com/curator/40309225?snr=1_5_9__2000
mindfungus;cityglitch; ;https://store.steampowered.com/search/?developer=mindfungus&snr=1_5_9__2000
Whalesoft Entertainment;Origami Flight; ;https://store.steampowered.com/search/?developer=Whalesoft%20Entertainment&snr=1_5_9__2000
Facundo Balboa;YBit; ;https://store.steampowered.com/search/?developer=Facundo%20Balboa&snr=1_5_9__2000
Iván Piccione;YBit; ;https://store.steampowered.com/search/?developer=Iv%C3%A1n%20Piccione&snr=1_5_9__2000
Martín Díaz;YBit; ;https://store.steampowered.com/search/?developer=Mart%C3%ADn%20D%C3%ADaz&snr=1_5_9__2000
Truck Truck;Truck Truck; ;https://store.steampowered.com/search/?developer=Truck%20Truck&snr=1_5_9__2000
organicgames;Dot Dash Dot; ;https://store.steampowered.com/developer/organicgames?snr=1_5_9__2000
Cogent Education;Osy Osmosis,Nurbits,Against the Gradient; ;https://store.steampowered.com/search/?developer=Cogent%20Education&snr=1_5_9__2000
Lastwhirlwind;Little Gold Miner; ;https://store.steampowered.com/search/?developer=Lastwhirlwind&snr=1_5_9__2000
rainware;FlatFatCat,Timbertales; ;https://store.steampowered.com/developer/rainware?snr=1_5_9__2000
Gleb Mirolyubov;Divinest Light,Beyond Horizon; ;https://store.steampowered.com/search/?developer=Gleb%20Mirolyubov&snr=1_5_9__2000
Erik de Roos;Find the Gnome; ;https://store.steampowered.com/search/?developer=Erik%20de%20Roos&snr=1_5_9__2000
hubiao;Break through 50; ;https://store.steampowered.com/search/?developer=hubiao&snr=1_5_9__2000
Ned van der Drift;Six Second Slam; ;https://store.steampowered.com/search/?developer=Ned%20van%20der%20Drift&snr=1_5_9__2000
Dan FitzGerald;Dawn of the Plow; ;https://store.steampowered.com/search/?developer=Dan%20FitzGerald&snr=1_5_9__2000
Protomni Multimedia;Bernie Needs Love; ;https://store.steampowered.com/search/?developer=Protomni%20Multimedia&snr=1_5_9__2000
https://store.steampowered.com/curator/33347444;Rise of SamuraizerzZz; ;https://store.steampowered.com/curator/33347444?snr=1_5_9__2000
Tribial Games;Square vs Triangles; ;https://store.steampowered.com/search/?developer=Tribial%20Games&snr=1_5_9__2000
Nonostante Games;ERMO,KLAC,; ;https://store.steampowered.com/search/?developer=Nonostante%20Games&snr=1_5_9__2000
Balloon Saga;Balloon Saga; ;https://store.steampowered.com/search/?developer=Balloon%20Saga&snr=1_5_9__2000
Colin EUMP;SpaceMerc; ;https://store.steampowered.com/search/?developer=Colin%20EUMP&snr=1_5_9__2000
Rejected Games;An Alien with a Magnet; ;https://store.steampowered.com/search/?developer=Rejected%20Games&snr=1_5_9__2000
Howl Softworks;Are You Alone?; ;https://store.steampowered.com/search/?developer=Howl%20Softworks&snr=1_5_9__2000
Top Hat House;Anime Girl Slide Puzzle; ;https://store.steampowered.com/search/?developer=Top%20Hat%20House&snr=1_5_9__2000
BitCore Studios LLC;Mystic Mayhem Unleashed; ;https://store.steampowered.com/search/?developer=BitCore%20Studios%20LLC&snr=1_5_9__2000
Bolder Games;Roboshark Rampage,The Adventures of Spunk Dodgers and Splat; ;https://store.steampowered.com/search/?developer=Bolder%20Games&snr=1_5_9__2000
Moonlight Studios;Powerless; ;https://store.steampowered.com/search/?developer=Moonlight%20Studios&snr=1_5_9__2000
Josh Jaques;Finger Jets; ;https://store.steampowered.com/search/?developer=Josh%20Jaques&snr=1_5_9__2000
eugeniy_kh;Colony; ;https://store.steampowered.com/search/?developer=eugeniy_kh&snr=1_5_9__2000
dynamicsoulworks;TURGUL: RAPID FIGHTING; ;https://store.steampowered.com/search/?developer=dynamicsoulworks&snr=1_5_9__2000
Ginever Entertainment;GIF: The Game of Inevitable Frustration; ;https://store.steampowered.com/search/?developer=Ginever%20Entertainment&snr=1_5_9__2000
eh_jogos;Escape from the Cosmic Abyss; ;https://store.steampowered.com/search/?developer=eh_jogos&snr=1_5_9__2000
https://store.steampowered.com/curator/34627814;Astrog,Navigator; ;https://store.steampowered.com/curator/34627814?snr=1_5_9__2000
Felipe Silva;Star Aegis; ;https://store.steampowered.com/search/?developer=Felipe%20Silva&snr=1_5_9__2000
Team Tripleslash;Magnetic By Nature; ;https://store.steampowered.com/search/?developer=Team%20Tripleslash&snr=1_5_9__2000
Anothy;Dominos!; ;https://store.steampowered.com/search/?developer=Anothy&snr=1_5_9__2000
David Kilmer;Reproduction Man,Tengam; ;https://store.steampowered.com/search/?developer=David%20Kilmer&snr=1_5_9__2000
Qweide;Hallway Simulator 2020; ;https://store.steampowered.com/search/?developer=Qweide&snr=1_5_9__2000
Pretty Bat Games;Hex: Origins; ;https://store.steampowered.com/search/?developer=Pretty%20Bat%20Games&snr=1_5_9__2000
Ofer Rubinstein;Golden Fall; ;https://store.steampowered.com/search/?developer=Ofer%20Rubinstein&snr=1_5_9__2000
Tian Jagodic;Cannon Fire; ;https://store.steampowered.com/search/?developer=Tian%20Jagodic&snr=1_5_9__2000
SimpleCMT;zzzzz; ;https://store.steampowered.com/search/?developer=SimpleCMT&snr=1_5_9__2000
Enemby Games;Death Game+,Metori; ;https://store.steampowered.com/search/?developer=Enemby%20Games&snr=1_5_9__2000
Jason Sadler;Bump+Smack; ;https://store.steampowered.com/search/?developer=Jason%20Sadler&snr=1_5_9__2000
Voonle;The Thought Police Hotline: Episode 1; ;https://store.steampowered.com/search/?developer=Voonle&snr=1_5_9__2000
Battle Crafters LLC;King Erik; ;https://store.steampowered.com/search/?developer=Battle%20Crafters%20LLC&snr=1_5_9__2000
Memorial Park of Hypoxia;Memorial Park of Hypoxia; ;https://store.steampowered.com/search/?developer=Memorial%20Park%20of%20Hypoxia&snr=1_5_9__2000
CAREBOT GAMES;Cyber Badminton 2020; ;https://store.steampowered.com/search/?developer=CAREBOT%20GAMES&snr=1_5_9__2000
Martin Knopf;Shn!p; ;https://store.steampowered.com/search/?developer=Martin%20Knopf&snr=1_5_9__2000
Pigeonaut;ZYTERNION; ;https://store.steampowered.com/search/?developer=Pigeonaut&snr=1_5_9__2000
Matthew Giordano;Exocomets; ;https://store.steampowered.com/search/?developer=Matthew%20Giordano&snr=1_5_9__2000
Planet X Game Studios;CONTAINMENT; ;https://store.steampowered.com/search/?developer=Planet%20X%20Game%20Studios&snr=1_5_9__2000
Andreas Ammer;TAOTH - The Adventures of the Herkulez; ;https://store.steampowered.com/search/?developer=Andreas%20Ammer&snr=1_5_9__2000
BigMouthedDog Studio;Bouncing Odyssey; ;https://store.steampowered.com/search/?developer=BigMouthedDog%20Studio&snr=1_5_9__2000
IronEqual;REPULSE: Galactic Rivals; ;https://store.steampowered.com/search/?developer=IronEqual&snr=1_5_9__2000
Star Studios;Space Wars,Breaking Blocks; ;https://store.steampowered.com/search/?developer=Star%20Studios&snr=1_5_9__2000
Badland Studio;Kinetic Void; ;https://store.steampowered.com/search/?developer=Badland%20Studio&snr=1_5_9__2000
https://store.steampowered.com/curator/33691769;TripTrip; ;https://store.steampowered.com/curator/33691769?snr=1_5_9__2000
Theodore King;Void Explorer; ;https://store.steampowered.com/search/?developer=Theodore%20King&snr=1_5_9__2000
Dylan Harrison;Void Explorer; ;https://store.steampowered.com/search/?developer=Dylan%20Harrison&snr=1_5_9__2000
Alex Stahly;Void Explorer; ;https://store.steampowered.com/search/?developer=Alex%20Stahly&snr=1_5_9__2000
Faith King;Void Explorer; ;https://store.steampowered.com/search/?developer=Faith%20King&snr=1_5_9__2000
Camdym Charles;Void Explorer; ;https://store.steampowered.com/search/?developer=Camdym%20Charles&snr=1_5_9__2000
TealDev;Teal; ;https://store.steampowered.com/search/?developer=TealDev&snr=1_5_9__2000
Jeff Apostolos;Fractus; ;https://store.steampowered.com/search/?developer=Jeff%20Apostolos&snr=1_5_9__2000
Cerebral Division;quadrantica; ;https://store.steampowered.com/search/?developer=Cerebral%20Division&snr=1_5_9__2000
Whitefish Software;Two Escapes; ;https://store.steampowered.com/search/?developer=Whitefish%20Software&snr=1_5_9__2000
https://store.steampowered.com/curator/40057911;Extreme Peg Solitaire; ;https://store.steampowered.com/curator/40057911?snr=1_5_9__2000
Bunny on Caffeine LLC;Blasteron; ;https://store.steampowered.com/search/?developer=Bunny%20on%20Caffeine%20LLC&snr=1_5_9__2000
Eitan Prince;A Quiet Mind; ;https://store.steampowered.com/search/?developer=Eitan%20Prince&snr=1_5_9__2000
https://store.steampowered.com/curator/39218809;Pray And Spray; ;https://store.steampowered.com/curator/39218809?snr=1_5_9__2000
Kirchesch;Heidentum; ;https://store.steampowered.com/search/?developer=Kirchesch&snr=1_5_9__2000
Titan Forged Games;Slinki; ;https://store.steampowered.com/search/?developer=Titan%20Forged%20Games&snr=1_5_9__2000
Metal Strike;Metal Strike; ;https://store.steampowered.com/search/?developer=Metal%20Strike&snr=1_5_9__2000
Ivan Pichugin;Escape from the tomb tower; ;https://store.steampowered.com/search/?developer=Ivan%20Pichugin&snr=1_5_9__2000
The Last Fairy Tale;Who Are You, Mr. Cooper?; ;https://store.steampowered.com/search/?developer=The%20Last%20Fairy%20Tale&snr=1_5_9__2000
Armando;Mistero a Villa MilaFlora; ;https://store.steampowered.com/search/?developer=Armando&snr=1_5_9__2000
Studio JAW;Izanami's Dream Battle; ;https://store.steampowered.com/search/?developer=Studio%20JAW&snr=1_5_9__2000
WesoftSolutions;Link the Animals; ;https://store.steampowered.com/developer/WesoftSolutions?snr=1_5_9__2000
doublee;Gravitaze: Two; ;https://store.steampowered.com/developer/doublee?snr=1_5_9__2000
A.M. Bosch;MOVIT; ;https://store.steampowered.com/search/?developer=A.M.%20Bosch&snr=1_5_9__2000
Sander Juss;Sheepageddon; ;https://store.steampowered.com/search/?developer=Sander%20Juss&snr=1_5_9__2000
Liisa Lvova;Sheepageddon; ;https://store.steampowered.com/search/?developer=Liisa%20Lvova&snr=1_5_9__2000
funboxmedialtd;Top Trumps Turbo,Crash Dummy; ;https://store.steampowered.com/developer/funboxmedialtd?snr=1_5_9__2000
Brian Egana;Darkour; ;https://store.steampowered.com/search/?developer=Brian%20Egana&snr=1_5_9__2000
God As A Cucumber;BitBreaker; ;https://store.steampowered.com/search/?developer=God%20As%20A%20Cucumber&snr=1_5_9__2000
Grevicor;Lucid Path; ;https://store.steampowered.com/search/?developer=Grevicor&snr=1_5_9__2000
Crosseyed;Until September; ;https://store.steampowered.com/search/?developer=Crosseyed&snr=1_5_9__2000
Oleksandr Yefimov;The Mighty Quest; ;https://store.steampowered.com/search/?developer=Oleksandr%20Yefimov&snr=1_5_9__2000
1013133 Simulations;Operation Deep Magic: Cryptanalysis; ;https://store.steampowered.com/search/?developer=1013133%20Simulations&snr=1_5_9__2000
DukeSoft;Shoot 'm Up; ;https://store.steampowered.com/search/?developer=DukeSoft&snr=1_5_9__2000
https://store.steampowered.com/curator/34863576;Tubetastic: World Splashfest; ;https://store.steampowered.com/curator/34863576?snr=1_5_9__2000
Guarunaut;Cold Heart; ;https://store.steampowered.com/search/?developer=Guarunaut&snr=1_5_9__2000
iv2 Games;C.A.P.S. - Cyber Animal Planet Survival; ;https://store.steampowered.com/search/?developer=iv2%20Games&snr=1_5_9__2000
Your Fears Ltd.;Fears of Glasses o-o; ;https://store.steampowered.com/search/?developer=Your%20Fears%20Ltd.&snr=1_5_9__2000
Canalside Studios;Hover Havoc,Flux8; ;https://store.steampowered.com/search/?developer=Canalside%20Studios&snr=1_5_9__2000
ampersandbear;Ghost Croquet; ;https://store.steampowered.com/search/?developer=ampersandbear&snr=1_5_9__2000
YellowAfterlife;Ghost Croquet; ;https://store.steampowered.com/search/?developer=YellowAfterlife&snr=1_5_9__2000
Tvee Games;Unbalance; ;https://store.steampowered.com/search/?developer=Tvee%20Games&snr=1_5_9__2000
Kymera Games;Crazy Wheels; ;https://store.steampowered.com/search/?developer=Kymera%20Games&snr=1_5_9__2000
Riccardo Caprari;Syzygy; ;https://store.steampowered.com/search/?developer=Riccardo%20Caprari&snr=1_5_9__2000
Gas1312;Syzygy; ;https://store.steampowered.com/search/?developer=Gas1312&snr=1_5_9__2000
repindevelop;#tacticalunderground arcade; ;https://store.steampowered.com/developer/repindevelop?snr=1_5_9__2000
Emedion Games;StarPicker; ;https://store.steampowered.com/search/?developer=Emedion%20Games&snr=1_5_9__2000
Spiro Spero Games;Belote - Learn & Play; ;https://store.steampowered.com/search/?developer=Spiro%20Spero%20Games&snr=1_5_9__2000
https://store.steampowered.com/curator/38455826;HopSquash!; ;https://store.steampowered.com/curator/38455826?snr=1_5_9__2000
Gremlin Interactive Ltd.;VR Soccer '96; ;https://store.steampowered.com/search/?developer=Gremlin%20Interactive%20Ltd.&snr=1_5_9__2000
Blunt Games;Drones, The Human Condition; ;https://store.steampowered.com/search/?developer=Blunt%20Games&snr=1_5_9__2000
Clockwork Cuckoo;Friendship Club; ;https://store.steampowered.com/search/?developer=Clockwork%20Cuckoo&snr=1_5_9__2000
aiwra team;moofa; ;https://store.steampowered.com/search/?developer=aiwra%20team&snr=1_5_9__2000
Fring Frang Games;Clarevoyance; ;https://store.steampowered.com/search/?developer=Fring%20Frang%20Games&snr=1_5_9__2000
Heathen;Heathen Engineering's Terran; ;https://store.steampowered.com/developer/Heathen?snr=1_5_9__2000
Jani Penttinen;URG,Utopos; ;https://store.steampowered.com/search/?developer=Jani%20Penttinen&snr=1_5_9__2000
Hidden Achievement LLC;Outpost Delta; ;https://store.steampowered.com/search/?developer=Hidden%20Achievement%20LLC&snr=1_5_9__2000
https://store.steampowered.com/curator/38683201;Gamitate - Meditate, Relax, Feel Better; ;https://store.steampowered.com/curator/38683201?snr=1_5_9__2000
Redicion Studio;Anime Play Life: Unlimited; ;https://store.steampowered.com/search/?developer=Redicion%20Studio&snr=1_5_9__2000
SleeplessInc;Pocoman; ;https://store.steampowered.com/search/?developer=SleeplessInc&snr=1_5_9__2000
Pxlplz;Robo Puzzle Smash; ;https://store.steampowered.com/search/?developer=Pxlplz&snr=1_5_9__2000
Gaiac Games;Echo of Ayllu; ;https://store.steampowered.com/search/?developer=Gaiac%20Games&snr=1_5_9__2000
Nanoleptic Games;Soul Harvest; ;https://store.steampowered.com/search/?developer=Nanoleptic%20Games&snr=1_5_9__2000
sleepingpandagames;Baby Dino Adventures; ;https://store.steampowered.com/developer/sleepingpandagames?snr=1_5_9__2000
Menajev;Hell Invades Heaven; ;https://store.steampowered.com/search/?developer=Menajev&snr=1_5_9__2000
Hakki Ozturk;Chessia; ;https://store.steampowered.com/search/?developer=Hakki%20Ozturk&snr=1_5_9__2000
Halil Ibrahim Ozturk;Chessia; ;https://store.steampowered.com/search/?developer=Halil%20Ibrahim%20Ozturk&snr=1_5_9__2000
RedClaw Productions;Raptor Territory; ;https://store.steampowered.com/search/?developer=RedClaw%20Productions&snr=1_5_9__2000
James C Gray;The Bits That Saved the Galaxy; ;https://store.steampowered.com/search/?developer=James%20C%20Gray&snr=1_5_9__2000
Ace Of Spades Studios;The Stroke of Midnight; ;https://store.steampowered.com/search/?developer=Ace%20Of%20Spades%20Studios&snr=1_5_9__2000
MuddyDesert;GRITS Racing; ;https://store.steampowered.com/developer/MuddyDesert?snr=1_5_9__2000
https://store.steampowered.com/curator/39693584;Brew & Brawl - Gnomes vs. Dwarves; ;https://store.steampowered.com/curator/39693584?snr=1_5_9__2000
Cooply Solutions;Orc Slayer; ;https://store.steampowered.com/search/?developer=Cooply%20Solutions&snr=1_5_9__2000
Thomas 'Kimimaru' Deeb;Maze Burrow; ;https://store.steampowered.com/search/?developer=Thomas%20%26quot%3BKimimaru%26quot%3B%20Deeb&snr=1_5_9__2000
Weltrom Studios;JETBROS; ;https://store.steampowered.com/search/?developer=Weltrom%20Studios&snr=1_5_9__2000
Eyraud Software;Virage Rally; ;https://store.steampowered.com/search/?developer=Eyraud%20Software&snr=1_5_9__2000
Celerium Games;Factorization; ;https://store.steampowered.com/search/?developer=Celerium%20Games&snr=1_5_9__2000
We The Force Studios;Randall; ;https://store.steampowered.com/search/?developer=We%20The%20Force%20Studios&snr=1_5_9__2000
Clockwork Acorn;Monsters and Medicine; ;https://store.steampowered.com/search/?developer=Clockwork%20Acorn&snr=1_5_9__2000
dwCrew;Carnivore Land; ;https://store.steampowered.com/search/?developer=dwCrew&snr=1_5_9__2000
Grayson Dew;Tanklike; ;https://store.steampowered.com/search/?developer=Grayson%20Dew&snr=1_5_9__2000
NewGen Interactive Software, Corp.;E-Ball; ;https://store.steampowered.com/search/?developer=NewGen%20Interactive%20Software%2C%20Corp.&snr=1_5_9__2000
Qplaze;Galaxy Warfighter; ;https://store.steampowered.com/search/?developer=Qplaze&snr=1_5_9__2000
tentaclehead;From Orbit; ;https://store.steampowered.com/developer/tentaclehead?snr=1_5_9__2000
https://store.steampowered.com/curator/35492177;GRAL; ;https://store.steampowered.com/curator/35492177?snr=1_5_9__2000
Manuel Schenk Games;Nelson and the Magic Cauldron; ;https://store.steampowered.com/search/?developer=Manuel%20Schenk%20Games&snr=1_5_9__2000
سار الترفيهية;Ayoub,Ayoub Episode 2; ;https://store.steampowered.com/search/?developer=%D8%B3%D8%A7%D8%B1%20%D8%A7%D9%84%D8%AA%D8%B1%D9%81%D9%8A%D9%87%D9%8A%D8%A9&snr=1_5_9__2000
Mena Mena Games;Piozila; ;https://store.steampowered.com/search/?developer=Mena%20Mena%20Games&snr=1_5_9__2000
Ocumens LLC;Cutthroat; ;https://store.steampowered.com/search/?developer=Ocumens%20LLC&snr=1_5_9__2000
quarantimegames;Nice to NO you; ;https://store.steampowered.com/developer/quarantimegames?snr=1_5_9__2000
Happimal;UNHERD; ;https://store.steampowered.com/search/?developer=Happimal&snr=1_5_9__2000
neonchimp;Crashbots; ;https://store.steampowered.com/developer/neonchimp?snr=1_5_9__2000
Ethervision, LLC;RC Plane VR; ;https://store.steampowered.com/search/?developer=Ethervision%2C%20LLC&snr=1_5_9__2000
Nathan Warden;RC Plane VR,Roboggled; ;https://store.steampowered.com/search/?developer=Nathan%20Warden&snr=1_5_9__2000
Oscar Rindel Peulicke;Gimbal Gravity; ;https://store.steampowered.com/search/?developer=Oscar%20Rindel%20Peulicke&snr=1_5_9__2000
Caipirinha Games;The Adventures of 00 Dilly®,Mystery Maze Of Balthasar Castle; ;https://store.steampowered.com/search/?developer=Caipirinha%20Games&snr=1_5_9__2000
Dahku;Rotund Takeoff,Rotund Rebound,; ;https://store.steampowered.com/search/?developer=Dahku&snr=1_5_9__2000
